0.000000,0.015625,0.031250,0.046875,0.062500,0.078125,0.093750,0.109375,0.125000,0.140625,0.156250,0.171875,0.187500,0.203125,0.218750,0.234375,0.250000,0.265625,0.281250,0.296875,0.312500,0.328125,0.343750,0.359375,0.375000,0.390625,0.406250,0.421875,0.437500,0.453125,0.468750,0.484375,0.500000,0.515625,0.531250,0.546875,0.562500,0.578125,0.593750,0.609375,0.625000,0.640625,0.656250,0.671875,0.687500,0.703125,0.718750,0.734375,0.750000,0.765625,0.781250,0.796875,0.812500,0.828125,0.843750,0.859375,0.875000,0.890625,0.906250,0.921875,0.937500,0.953125,0.968750,0.984375
6.70976676e-03,7.42906492e-03,8.02624527e-03,8.52585893e-03,9.04235989e-03,9.74323239e-03,1.07820767e-02,1.22284888e-02,1.40279595e-02,1.60073980e-02,1.79114521e-02,1.94499685e-02,2.03472285e-02,2.03614577e-02,1.95904315e-02,1.79936074e-02,1.58259000e-02,1.34052686e-02,1.09892755e-02,8.70374055e-03,6.55623942e-03,4.50404490e-03,2.52248734e-03,6.40144351e-04,-1.06516462e-03,-2.49583916e-03,-3.56907227e-03,-4.23360670e-03,-4.47425432e-03,-4.29434065e-03,-3.69322409e-03,-2.67985867e-03,-1.25993251e-03,5.62285450e-04,2.77848086e-03,5.36900905e-03,8.29420268e-03,1.14870966e-02,1.48476786e-02,1.82370639e-02,2.14714427e-02,2.43197081e-02,2.65140121e-02,2.77829826e-02,2.78481476e-02,2.69228407e-02,2.49156421e-02,2.21461249e-02,1.90530162e-02,1.60494688e-02,1.34298582e-02,1.13359442e-02,9.76746631e-03,8.61661428e-03,7.71980344e-03,6.92191092e-03,6.13639678e-03,5.37763643e-03,4.74576707e-03,4.36680483e-03,4.32639415e-03,4.61733729e-03,5.18736882e-03,5.92637774e-03
-9.55206022e-03,-8.89543013e-03,-8.40147184e-03,-8.05836619e-03,-7.83028409e-03,-7.64808496e-03,-7.40167245e-03,-6.94565313e-03,-6.13288024e-03,-4.85510978e-03,-3.06830653e-03,-7.93684873e-04,1.90042292e-03,4.92406311e-03,8.19143353e-03,1.16318423e-02,1.51902285e-02,1.88186888e-02,2.24643533e-02,2.60592000e-02,2.95155998e-02,3.27290133e-02,3.55877258e-02,3.79891150e-02,3.98615727e-02,4.11885813e-02,4.20251317e-02,4.24905769e-02,4.27272954e-02,4.28401953e-02,4.28481574e-02,4.27423526e-02,4.24260266e-02,4.18115111e-02,4.08396616e-02,3.94793668e-02,3.77007632e-02,3.54515345e-02,3.26697312e-02,2.93329717e-02,2.55074504e-02,2.13536902e-02,1.70807796e-02,1.28848652e-02,8.91281573e-03,5.26132136e-03,1.99324362e-03,-8.54175965e-04,-3.27757677e-03,-5.31630265e-03,-7.03833897e-03,-8.51555712e-03,-9.80764732e-03,-1.09578614e-02,-1.19869985e-02,-1.28788207e-02,-1.35708043e-02,-1.39712481e-02,-1.40371511e-02,-1.37234289e-02,-1.30824595e-02,-1.22241336e-02,-1.12781386e-02,-1.03603784e-02
4.22828109e-02,4.10045346e-02,3.92277950e-02,3.70646633e-02,3.45714661e-02,3.17141713e-02,2.83965698e-02,2.45412643e-02,2.01785787e-02,1.54890829e-02,1.07745730e-02,6.37844886e-03,2.59158341e-03,-4.25870023e-04,-2.67218535e-03,-4.27135672e-03,-5.40390054e-03,-6.25812967e-03,-7.01917519e-03,-7.88394263e-03,-9.07498554e-03,-1.08199758e-02,-1.32728371e-02,-1.63899130e-02,-1.98441856e-02,-2.30945634e-02,-2.56125396e-02,-2.70990840e-02,-2.75849017e-02,-2.72391003e-02,-2.62015548e-02,-2.47285955e-02,-2.29995953e-02,-2.11270618e-02,-1.91735266e-02,-1.71713397e-02,-1.51375373e-02,-1.30810445e-02,-1.10032476e-02,-8.89456368e-03,-6.73059749e-03,-4.47233754e-03,-2.07357440e-03,5.05788610e-04,3.28625222e-03,6.26076268e-03,9.39402178e-03,1.26247579e-02,1.58694843e-02,1.90296631e-02,2.20059807e-02,2.47207559e-02,2.71424696e-02,2.92991675e-02,3.12682122e-02,3.31431815e-02,3.49941939e-02,3.68397664e-02,3.86383295e-02,4.02970399e-02,4.16898460e-02,4.26763695e-02,4.31144902e-02,4.29691938e-02
2.77197163e-02,2.58504084e-02,2.30758779e-02,1.94561626e-02,1.51730039e-02,1.05329322e-02,5.91947530e-03,1.69483714e-03,-1.89019562e-03,-4.71737757e-03,-6.76368758e-03,-8.04508612e-03,-8.59641463e-03,-8.50865005e-03,-7.81972632e-03,-6.65215301e-03,-5.13452059e-03,-3.38283389e-03,-1.48194100e-03,5.19707303e-04,2.60012795e-03,4.74509639e-03,6.93082761e-03,9.11546666e-03,1.12383175e-02,1.32207303e-02,1.49631371e-02,1.63382937e-02,1.71868122e-02,1.73138851e-02,1.66834405e-02,1.51673010e-02,1.28707828e-02,1.01456503e-02,7.53544908e-03,5.60770993e-03,4.75399656e-03,5.08739688e-03,6.47492223e-03,8.70002827e-03,1.14688885e-02,1.44947934e-02,1.75179745e-02,2.03153407e-02,2.27084918e-02,2.45733113e-02,2.58500727e-02,2.65488109e-02,2.67374187e-02,2.65954050e-02,2.62357413e-02,2.57876090e-02,2.53782549e-02,2.50931571e-02,2.49854960e-02,2.50688219e-02,2.53546651e-02,2.58571661e-02,2.65480580e-02,2.73571510e-02,2.81632747e-02,2.87940392e-02,2.90316661e-02,2.87271000e-02
-5.67185231e-03,-8.22709250e-03,-1.12933929e-02,-1.47060901e-02,-1.82679354e-02,-2.18271901e-02,-2.53137995e-02,-2.86928746e-02,-3.18864665e-02,-3.47514444e-02,-3.71406114e-02,-3.89812434e-02,-4.02943080e-02,-4.11502660e-02,-4.16154883e-02,-4.17573434e-02,-4.16017279e-02,-4.10934683e-02,-4.02759928e-02,-3.91944793e-02,-3.78930078e-02,-3.63988180e-02,-3.47188474e-02,-3.28505828e-02,-3.07972440e-02,-2.85753340e-02,-2.62105238e-02,-2.37284041e-02,-2.11505574e-02,-1.85015616e-02,-1.58237864e-02,-1.31904645e-02,-1.07071345e-02,-8.49646991e-03,-6.66831522e-03,-5.28347351e-03,-4.32629378e-03,-3.70396592e-03,-3.28111243e-03,-2.93536796e-03,-2.60340897e-03,-2.29281429e-03,-2.05806694e-03,-1.96181708e-03,-2.04896160e-03,-2.34180379e-03,-2.83946508e-03,-3.52257214e-03,-4.35045551e-03,-5.25644694e-03,-6.14583888e-03,-6.89931173e-03,-7.38520133e-03,-7.50590995e-03,-7.19004253e-03,-6.44739025e-03,-5.38127032e-03,-4.16384272e-03,-3.00226330e-03,-2.10162376e-03,-1.63366191e-03,-1.70892500e-03,-2.39663214e-03,-3.71804173e-03
1.69828834e-02,1.45166951e-02,1.26939870e-02,1.15645687e-02,1.10815806e-02,1.11274013e-02,1.15110581e-02,1.20549915e-02,1.25309716e-02,1.27359020e-02,1.25402478e-02,1.18870366e-02,1.07627255e-02,9.22719944e-03,7.35663180e-03,5.19078628e-03,2.68064301e-03,-3.37972234e-04,-4.11102784e-03,-8.83652144e-03,-1.44635683e-02,-2.05602999e-02,-2.64359741e-02,-3.14723919e-02,-3.53573763e-02,-3.80622212e-02,-3.96912288e-02,-4.03768401e-02,-4.03850632e-02,-3.95864944e-02,-3.81150751e-02,-3.60664738e-02,-3.35391938e-02,-3.06267072e-02,-2.74115709e-02,-2.39620889e-02,-2.03316003e-02,-1.65599650e-02,-1.26768700e-02,-8.70694582e-03,-4.67666890e-03,-6.22380371e-04,3.40169970e-03,7.31769806e-03,1.10247045e-02,1.44036777e-02,1.73317941e-02,1.97081674e-02,2.14888983e-02,2.27192283e-02,2.35405472e-02,2.41541454e-02,2.47539630e-02,2.54745129e-02,2.63645701e-02,2.73756494e-02,2.83677086e-02,2.91260769e-02,2.93780441e-02,2.89780926e-02,2.77652927e-02,2.56908254e-02,2.29482983e-02,1.99056403e-02
1.98336073e-02,2.17640730e-02,2.35871942e-02,2.51987362e-02,2.64865357e-02,2.73370340e-02,2.76344297e-02,2.73652085e-02,2.64914989e-02,2.49833508e-02,2.29057441e-02,2.03426952e-02,1.73518298e-02,1.39465130e-02,1.01267367e-02,5.94707200e-03,1.57535395e-03,-2.70869227e-03,-6.58742902e-03,-9.82041285e-03,-1.23010811e-02,-1.40503805e-02,-1.51680092e-02,-1.57812546e-02,-1.60169692e-02,-1.60156782e-02,-1.58836216e-02,-1.57800168e-02,-1.58330025e-02,-1.62038187e-02,-1.69812769e-02,-1.81692843e-02,-1.96557875e-02,-2.12208747e-02,-2.25932152e-02,-2.35321156e-02,-2.39123373e-02,-2.37517787e-02,-2.29808561e-02,-2.17058454e-02,-2.00471439e-02,-1.81578282e-02,-1.62289705e-02,-1.44800286e-02,-1.31272589e-02,-1.23274844e-02,-1.20906096e-02,-1.22995723e-02,-1.26577688e-02,-1.28102616e-02,-1.24627270e-02,-1.14041844e-02,-9.61879435e-03,-7.21413978e-03,-4.37104526e-03,-1.29924227e-03,1.79723686e-03,4.74763435e-03,7.44307708e-03,9.84979594e-03,1.20074592e-02,1.40048862e-02,1.59395739e-02,1.78781561e-02
2.53610709e-02,2.06081568e-02,1.53385382e-02,9.77335585e-03,4.22720932e-03,-9.65065253e-04,-5.53117571e-03,-9.30890584e-03,-1.22173417e-02,-1.42155789e-02,-1.52938556e-02,-1.55460236e-02,-1.50265905e-02,-1.38769995e-02,-1.22936151e-02,-1.04791972e-02,-8.62403896e-03,-6.88903544e-03,-5.38974341e-03,-4.18153924e-03,-3.25431377e-03,-2.54882519e-03,-1.99533302e-03,-1.55447824e-03,-1.23196940e-03,-1.05452714e-03,-1.02141418e-03,-1.07009679e-03,-1.07396844e-03,-8.81466050e-04,-3.69048267e-04,5.21869486e-04,1.78203361e-03,3.36025426e-03,5.19757213e-03,7.25488671e-03,9.52362460e-03,1.20169588e-02,1.47480359e-02,1.77080710e-02,2.08563042e-02,2.41261629e-02,2.74429001e-02,3.07423938e-02,3.39807179e-02,3.71293223e-02,4.01588965e-02,4.30215942e-02,4.56421905e-02,4.79234883e-02,4.97626862e-02,5.10681909e-02,5.17698569e-02,5.17864799e-02,5.13126365e-02,5.02094476e-02,4.85377720e-02,4.64319588e-02,4.40542805e-02,4.15354127e-02,3.89179959e-02,3.61380788e-02,3.30533377e-02,2.95008986e-02
-2.12457480e-02,-2.20152665e-02,-2.23053861e-02,-2.22673468e-02,-2.19556978e-02,-2.14873063e-02,-2.09645442e-02,-2.04809600e-02,-2.00976240e-02,-1.98171090e-02,-1.95801737e-02,-1.92851152e-02,-1.88192211e-02,-1.80998608e-02,-1.70942534e-02,-1.58158367e-02,-1.43103384e-02,-1.26395813e-02,-1.08654042e-02,-9.03548210e-03,-7.17528535e-03,-5.29085608e-03,-3.38242187e-03,-1.46101773e-03,4.44307348e-04,2.29680264e-03,4.07795652e-03,5.81288176e-03,7.57873606e-03,9.48716869e-03,1.16462555e-02,1.41194804e-02,1.68993017e-02,1.99019927e-02,2.29776122e-02,2.59233030e-02,2.84916598e-02,3.03949366e-02,3.13122334e-02,3.09933832e-02,2.93991926e-02,2.63358508e-02,2.20085697e-02,1.68971575e-02,1.16612790e-02,6.96978047e-03,3.30333322e-03,8.32766144e-04,-5.60106461e-04,-1.16062735e-03,-1.29115520e-03,-1.21825493e-03,-1.13079378e-03,-1.15091367e-03,-1.37884335e-03,-1.92557930e-03,-2.92186097e-03,-4.48596991e-03,-6.66301772e-03,-9.36534875e-03,-1.23555308e-02,-1.53007537e-02,-1.78803989e-02,-1.98839437e-02
2.54201679e-02,2.34760674e-02,2.01259842e-02,1.57938851e-02,1.11397516e-02,6.76400615e-03,2.98777076e-03,-1.44641737e-04,-2.71718864e-03,-4.79307861e-03,-6.35246828e-03,-7.31967420e-03,-7.64908641e-03,-7.34887057e-03,-6.48691858e-03,-5.21610353e-03,-3.73129347e-03,-2.26468874e-03,-1.09468049e-03,-5.52824703e-04,-1.00805462e-03,-2.78722919e-03,-6.02321584e-03,-1.04857451e-02,-1.55651746e-02,-2.05252918e-02,-2.48488363e-02,-2.83758255e-02,-3.11894620e-02,-3.34252474e-02,-3.51507105e-02,-3.63518082e-02,-3.69917127e-02,-3.71290776e-02,-3.67334377e-02,-3.58210791e-02,-3.44634090e-02,-3.27186359e-02,-3.06434851e-02,-2.83074896e-02,-2.58008734e-02,-2.32311394e-02,-2.07094529e-02,-1.83317583e-02,-1.61605563e-02,-1.42123539e-02,-1.24540714e-02,-1.08096160e-02,-9.17557313e-03,-7.44302299e-03,-5.52097966e-03,-3.35577566e-03,-9.40885616e-04,1.68619774e-03,4.45960834e-03,7.31121650e-03,1.01907245e-02,1.30711568e-02,1.59334696e-02,1.87350076e-02,2.13741618e-02,2.36637658e-02,2.53223248e-02,2.59857179e-02
2.18790885e-02,2.28830719e-02,2.33580116e-02,2.34140723e-02,2.32171583e-02,2.27874605e-02,2.21252284e-02,2.11746393e-02,1.98720471e-02,1.82128023e-02,1.62946770e-02,1.43073463e-02,1.24656234e-02,1.09256013e-02,9.73252101e-03,8.81523407e-03,8.00900226e-03,7.08754717e-03,5.79983856e-03,3.92409650e-03,1.34771400e-03,-1.85747799e-03,-5.41965838e-03,-8.97145438e-03,-1.21902990e-02,-1.48891587e-02,-1.70170591e-02,-1.86079264e-02,-1.97259636e-02,-2.04282393e-02,-2.07490991e-02,-2.07560461e-02,-2.04101830e-02,-1.97576076e-02,-1.88631263e-02,-1.78212855e-02,-1.67429102e-02,-1.57323192e-02,-1.48615312e-02,-1.41485504e-02,-1.35483151e-02,-1.29628338e-02,-1.22713027e-02,-1.13787423e-02,-1.02666628e-02,-9.01586929e-03,-7.78762169e-03,-6.77133772e-03,-6.11745303e-03,-5.87150597e-03,-5.94887484e-03,-6.13687354e-03,-6.15786910e-03,-5.73324257e-03,-4.67096290e-03,-2.90834137e-03,-5.00062263e-04,2.41592134e-03,5.65604058e-03,9.02538020e-03,1.23345802e-02,1.54099125e-02,1.80993559e-02,2.02810834e-02
-2.27394392e-02,-2.30707417e-02,-2.27528260e-02,-2.18301264e-02,-2.04099857e-02,-1.85739604e-02,-1.63929374e-02,-1.39386688e-02,-1.12873703e-02,-8.51355286e-03,-5.67834178e-03,-2.81984916e-03,4.74123864e-05,2.92137841e-03,5.79308906e-03,8.62895415e-03,1.13618417e-02,1.38913375e-02,1.60902533e-02,1.78161407e-02,1.89310190e-02,1.93334123e-02,1.90700060e-02,1.82551189e-02,1.70894820e-02,1.58960680e-02,1.49751431e-02,1.45164544e-02,1.45633417e-02,1.49911470e-02,1.56738311e-02,1.63994535e-02,1.69677513e-02,1.72247968e-02,1.71021422e-02,1.66057274e-02,1.57278408e-02,1.44765079e-02,1.28195694e-02,1.07137776e-02,8.18117853e-03,5.38070971e-03,2.61223734e-03,2.31890743e-04,-1.46919054e-03,-2.35076171e-03,-2.45640066e-03,-1.92044297e-03,-9.74501910e-04,1.17654125e-04,1.09828480e-03,1.74967784e-03,1.91889136e-03,1.53473744e-03,5.79384614e-04,-9.22193349e-04,-2.92477880e-03,-5.37466742e-03,-8.19627193e-03,-1.12688491e-02,-1.44055969e-02,-1.73566511e-02,-1.98538329e-02,-2.16829675e-02
